"interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"BMP6_ACVR1_ACVR2A","BMP","Bmp6","ACVR1_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp6  - (Acvr1+Acvr2a)",FALSE,"Bmp6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Acvr1, Acvr2a","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane","Membrane, Transmembrane, Kinase, ATP-binding, Receptor, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disulfide bond, Alternative splicing","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP6_ACVR1_ACVR2B","BMP","Bmp6","ACVR1_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp6  - (Acvr1+Acvr2b)",FALSE,"Bmp6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Acvr1, Acvr2b","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane","Membrane, Transmembrane, Kinase, ATP-binding, Receptor, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disulfide bond, Alternative splicing, Heterotaxy, Cell membrane","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP6_ACVR1_BMPR2","BMP","Bmp6","ACVR1_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp6  - (Acvr1+Bmpr2)",FALSE,"Bmp6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Acvr1, Bmpr2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP6_BMPR1A_ACVR2A","BMP","Bmp6","BMPR1A_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp6  - (Bmpr1a+Acvr2a)",FALSE,"Bmp6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1a, Acvr2a","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disease variant, Cell membrane","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP6_BMPR1A_ACVR2B","BMP","Bmp6","BMPR1A_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp6  - (Bmpr1a+Acvr2b)",FALSE,"Bmp6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1a, Acvr2b","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP6_BMPR1A_BMPR2","BMP","Bmp6","BMPR1A_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp6  - (Bmpr1a+Bmpr2)",FALSE,"Bmp6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1a, Bmpr2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP6_BMPR1B_ACVR2A","BMP","Bmp6","BMPR1B_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp6  - (Bmpr1b+Acvr2a)",FALSE,"Bmp6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1b, Acvr2a","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP6_BMPR1B_ACVR2B","BMP","Bmp6","BMPR1B_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp6  - (Bmpr1b+Acvr2b)",FALSE,"Bmp6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1b, Acvr2b","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Heterotaxy, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP6_BMPR1B_BMPR2","BMP","Bmp6","BMPR1B_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp6  - (Bmpr1b+Bmpr2)",FALSE,"Bmp6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1b, Bmpr2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP7_ACVR1_ACVR2A","BMP","Bmp7","ACVR1_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp7  - (Acvr1+Acvr2a)",FALSE,"Bmp7","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Pharmaceutical, Disulfide bond, Differentiation, Secreted, Growth factor, Direct protein sequencing, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Acvr1, Acvr2a","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane","Membrane, Transmembrane, Kinase, ATP-binding, Receptor, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disulfide bond, Alternative splicing","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP7_ACVR1_ACVR2B","BMP","Bmp7","ACVR1_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp7  - (Acvr1+Acvr2b)",FALSE,"Bmp7","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Pharmaceutical, Disulfide bond, Differentiation, Secreted, Growth factor, Direct protein sequencing, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Acvr1, Acvr2b","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane","Membrane, Transmembrane, Kinase, ATP-binding, Receptor, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disulfide bond, Alternative splicing, Heterotaxy, Cell membrane","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP7_ACVR1_BMPR2","BMP","Bmp7","ACVR1_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp7  - (Acvr1+Bmpr2)",FALSE,"Bmp7","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Pharmaceutical, Disulfide bond, Differentiation, Secreted, Growth factor, Direct protein sequencing, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Acvr1, Bmpr2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP7_BMPR1A_ACVR2A","BMP","Bmp7","BMPR1A_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp7  - (Bmpr1a+Acvr2a)",FALSE,"Bmp7","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Pharmaceutical, Disulfide bond, Differentiation, Secreted, Growth factor, Direct protein sequencing, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1a, Acvr2a","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disease variant, Cell membrane","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP7_BMPR1A_ACVR2B","BMP","Bmp7","BMPR1A_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp7  - (Bmpr1a+Acvr2b)",FALSE,"Bmp7","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Pharmaceutical, Disulfide bond, Differentiation, Secreted, Growth factor, Direct protein sequencing, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1a, Acvr2b","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP7_BMPR1A_BMPR2","BMP","Bmp7","BMPR1A_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp7  - (Bmpr1a+Bmpr2)",FALSE,"Bmp7","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Pharmaceutical, Disulfide bond, Differentiation, Secreted, Growth factor, Direct protein sequencing, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1a, Bmpr2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP7_BMPR1B_ACVR2A","BMP","Bmp7","BMPR1B_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp7  - (Bmpr1b+Acvr2a)",FALSE,"Bmp7","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Pharmaceutical, Disulfide bond, Differentiation, Secreted, Growth factor, Direct protein sequencing, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1b, Acvr2a","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP7_BMPR1B_ACVR2B","BMP","Bmp7","BMPR1B_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp7  - (Bmpr1b+Acvr2b)",FALSE,"Bmp7","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Pharmaceutical, Disulfide bond, Differentiation, Secreted, Growth factor, Direct protein sequencing, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1b, Acvr2b","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Heterotaxy, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"BMP7_BMPR1B_BMPR2","BMP","Bmp7","BMPR1B_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: mmu04350; PMID:26893264","Secreted Signaling","Bmp7  - (Bmpr1b+Bmpr2)",FALSE,"Bmp7","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Pharmaceutical, Disulfide bond, Differentiation, Secreted, Growth factor, Direct protein sequencing, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Bmpr1b, Bmpr2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"GDF11_TGFBR1_ACVR2A","GDF","Gdf11","TGFBR1_ACVR2A","","","","","KEGG: mmu04350","Secreted Signaling","Gdf11  - (Tgfbr1+Acvr2a)",FALSE,"Gdf11","TGF-beta","Secreted","Disease variant, Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Tgfbr1, Acvr2a","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell surface, Cell membrane, Cell junction, Membrane raft, Tight junction","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Differentiation, Tight junction, Aortic aneurysm, Disease variant, Growth regulation, Cell membrane, Phosphoprotein, Direct protein sequencing, Apoptosis, Craniosynostosis, Isopeptide bond, Cell junction, Ubl conjugation","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
"GDF11_TGFBR1_ACVR2B","GDF","Gdf11","TGFBR1_ACVR2B","","","","","KEGG: mmu04350","Secreted Signaling","Gdf11  - (Tgfbr1+Acvr2b)",FALSE,"Gdf11","TGF-beta","Secreted","Disease variant, Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor",FALSE,"Tgfbr1, Acvr2b","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface, Cell junction, Membrane raft, Tight junction","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Differentiation, Tight junction, Aortic aneurysm, Growth regulation, Direct protein sequencing, Apoptosis, Craniosynostosis, Isopeptide bond, Cell junction, Ubl conjugation","Receptors","Act.TGFB;Kinase","","",TRUE,"CellChatDB v1"
