"","MGI.symbol","Symbol"
"880","Cenpf","cenpf"
"881","Rasip1","rasip1"
"882","1700029J07Rik","zgc:153146"
"883","Mtrex","mtrex"
"884","Ccdc28b","ccdc28b"
"885","Plpp1","plpp1a"
"886","Slk","slka"
"887","Slk","slkb"
"888","Bcl2l13","si:ch211-214j24.14"
"889","Pank4","pank4"
"890","Rad21","rad21a"
"891","Polb","polb"
"892","Dpf2","dpf2l"
"893","Fzd2","fzd2"
"894","Mcf2l","mcf2lb"
"895","Arhgap17","arhgap17b"
"896","Arhgap17","si:ch211-246e12.3"
"897","Cldn23","cldn23a"
"898","Cldn23","cldn23b"
"899","Rnf4","rnf4"
"900","Kif20b","kif20bb"
"901","Galc","galcb"
"902","Agrn","agrn"
"903","Ubn1","ubn1"
"904","Dph7","dph7"
"905","Cep70","cep70"
"906","Syap1","syap1"
"907","Tmod4","tmod4"
"908","Ttc22","ttc22"
"909","Rbm48","rbm48"
"910","Parp12","parp12a"
"911","Mylk4","mylk4b"
"912","H1f6","zgc:110425"
"913","H1f6","si:ch1073-153i20.4"
"914","H1f6","si:dkey-23a13.17"
"915","H1f6","si:ch73-368j24.11"
"916","P2rx5","p2rx8"
"917","Rad9a","rad9a"
"918","Ginm1","ginm1"
"919","Scoc","scoca"
"920","Gm20075","btf3l4"
"921","Casq1","casq1b"
"922","Sike1","im:6912630"
"923","Cryzl1","cryzl1"
"924","Spata20","spata20"
"925","Socs1","socs1a"
"926","Abca1","abca1a"
"927","Acot5","acot22"
"928","Ccdc6","ccdc6a"
"929","Camsap1","camsap1b"
"930","Alpk2","alpk2"
"931","Jund","jund"
"932","Gm5244","rplp1"
"933","Omg","omga"
"934","Nmur1","nmur1a"
"935","1700017N19Rik","zc3h11a"
"936","Loxhd1","loxhd1b"
"937","Ifit1bl2","ifit8"
"938","Vangl1","vangl1"
"939","Dagla","dagla"
"940","Fmn1","si:rp71-62i8.1"
"941","Slc31a1","slc31a1"
"942","Klk15","si:ch73-182e20.4"
"943","Klk15","si:dkeyp-93a5.2"
"944","Serpinb1c","serpinb1"
"945","Mcm7","mcm7"
"946","Map3k6","si:ch211-1i11.3"
"947","Zfp92","wu:fc63a07"
"948","Zfp92","si:ch211-148l7.4"
"949","Olfm3","olfm3b"
"950","Pfkfb4","pfkfb4a"
"951","Cetn2","cabp2b"
"952","Lrp1","lrp1ab"
"953","Scn3b","scn3b"
"954","Ftmt","zgc:172145"
"955","Fosl1","fosl1b"
"956","Tenm1","tenm1"
"957","Ipo7","ipo7"
"958","Zfp212","znf574"
"959","Deaf1","deaf1"
"960","Nf1","nf1b"
"961","Ubr2","ubr2"
"962","Efcab1","efcab1"
"963","Kpna6","kpna6"
"964","Ahcyl2","ahcyl2a"
"965","Rnase4","rnasel3"
"966","Taf10","taf10"
"967","Slc24a3","slc24a3"
"968","Dstyk","dstyk"
"969","Cfap77","cfap77"
"970","Cfap77","si:ch211-215c18.3"
"971","Eea1","eea1"
"972","Tcaf3","zgc:162193"
"973","Lratd1","lratd1"
"974","Zkscan17","plagx"
"975","Zkscan17","ovol1b"
"976","Gpr183","gpr183a"
"977","Gm21985","si:cabz01090193.1"
"978","Itsn1","itsn1"
"979","Adcy6","adcy6a"
"980","Rnf115","rnf115"
"981","Tmem132e","tmem132e"
"982","Snap91","snap91b"
"983","Wnk2","wnk2"
"984","Zbtb2","znfl2a"
"985","Tmod3","tmod2"
"986","Tmem175","tmem175"
"987","Usp10","usp10"
"988","Nit2","nit2"
"989","Kdm7a","kdm7aa"
"990","Flot2","flot2b"
"991","Cnga4","cnga4"
"992","Fastkd1","fastkd1"
"993","Chrna3","chrna3"
"994","Dtx4","dtx4a"
"995","Fgfrl1","fgfrl1a"
"996","Sdha","sdha"
"997","Srgap3","srgap3"
"998","Lgr4","lgr4"
"999","S100a10","s100t"
"1000","Kcnc2","kcnc4"
"1001","H1f4","si:ch1073-159d7.7"
"1002","H1f4","si:dkey-23a13.9"
"1003","Chp1","chp1"
"1004","Scn8a","scn8ab"
"1005","Hps1","hps1"
"1006","Rprm","rprma"
"1007","Pus7","pus7"
"1008","Rpl27","rpl27"
"1009","Hmox2","hmox2a"
"1010","Draxin","si:dkey-1c11.1"
"1011","Gemin4","gemin4"
"1012","Ctla2b","si:dkey-239j18.2"
"1013","Xaf1","xaf1"
"1014","Nadk2","nadk2"
"1015","Adrb3","adrb3b"
"1016","Hyal2","hyal2b"
"1017","Rnf207","rnf207b"
"1018","Olfml2a","olfml2a"
"1019","Frs3","frs3"
"1020","Snx29","snx29"
"1021","C7","c7b"
"1022","Map3k14","arf2b"
"1023","Epo","epoa"
"1024","Rsad2","rsad2"
"1025","Ndufaf5","ndufaf5"
"1026","Dazap1","dazap1"
"1027","Slc7a11","slc7a11"
"1028","Acsl1","acsl1a"
"1029","Dnpep","dnpep"
"1030","Col14a1","col14a1b"
"1031","Pmpcb","pmpcb"
"1032","Rgs2","rgs2"
"1033","Atxn7l1","atxn7l1"
"1034","Igbp1b","igbp1"
"1035","St3gal3","st3gal3b"
"1036","Rnf144a","rnf144ab"
"1037","Coro1b","coro1b"
"1038","Miga1","miga1"
"1039","Lrch2","lrch2"
"1040","Gm4450","hsd3b1"
"1041","Map10","si:ch1073-266p11.2"
"1042","Nifk","nifk"
"1043","Rbsn","rbsn"
"1044","Zic5","zic5"
"1045","Ufsp1","ufsp1"
"1046","Polr2a","polr2a"
"1047","Rab15","rab15"
"1048","Trmt1l","trmt1l"
"1049","Iqcc","iqcc"
"1050","Ubl4a","zgc:56596"
"1051","Ap2s1","ap2s1"
"1052","Atp13a5","atp1a3a"
"1053","Got1","got1"
"1054","Mbip","mbip"
"1055","Tent2","tent2"
"1056","Wls","wls"
"1057","Slc27a4","slc27a4"
"1058","Tspo2","tspo"
"1059","Lamb1","lamb1a"
"1060","Mpc2","zgc:103678"
"1061","Myoz1","myoz1a"
"1062","Epb41","epb41a"
"1063","Kat6b","kat6b"
"1064","St6gal1","st6gal1"
"1065","Sugct","sugct"
"1066","Tcf7","tcf7"
"1067","Ube3c","ube3c"
"1068","Afap1l1","afap1l1a"
"1069","Ppp2ca","zgc:56064"
"1070","Tle7","tle2b"
"1071","Ttc4","ttc4"
"1072","Fbxo38","fbxo38"
"1073","Endod1","zgc:158445"
"1074","Endod1","si:dkey-243k1.3"
"1075","Endod1","si:dkey-85k7.10"
"1076","Endod1","si:dkey-85k7.11"
"1077","Drd2","drd2a"
"1078","Sh2d1a","sh2d1aa"
"1079","C1rl","habp2"
"1080","Nr1h5","nr1h5"
"1081","Pfkfb2","pfkfb2b"
"1082","Rbl2","rbl2"
"1083","Swi5","swi5"
"1084","Ugt2b36","ugt2a4"
"1085","Ugt2b36","ugt2a1"
"1086","Slc17a2","slc17a5"
"1087","Msgn1","msgn1"
"1088","Myt1","myt1a"
"1089","Trmt2b","trmt2b"
"1090","Fam169b","fam169b"
"1091","Cacna2d1","cacna2d1a"
"1092","Kcns3","kcns3b"
"1093","Syn2","syn2a"
"1094","H1f5","si:ch73-368j24.12"
"1095","Dusp12","dusp12"
"1096","Pcdh1","pcdh1b"
"1097","Ecm1","ecm1a"
"1098","Marcks","marcksb"
"1099","Trim8","trim8b"
"1100","Sgsm1","sgsm1b"
"1101","Ndufb2","ndufb2"
"1102","Slc16a13","slc16a13"
"1103","Slc7a13","si:dkeyp-120h9.1"
"1104","Trib3","trib3"
"1105","Copb2","copb2"
"1106","Ccr9","ccr9a"
"1107","Heyl","her4.1"
"1108","Heyl","her4.4"
"1109","Heyl","her4.3"
"1110","Heyl","her4.2"
"1111","Rbm47","rbm47"
"1112","Gmds","gmds"
"1113","Tm4sf1","tm4sf18"
"1114","Fam83c","fam83c"
"1115","Ptrh2","ptrh2"
"1116","Mapk6","mapk6"
"1117","Ppfibp2","ppfibp2a"
"1118","Thpo","thpo"
"1119","Sim1","sim1a"
"1120","Kcnip4","si:ch211-145b13.5"
"1121","Dpm3","dpm3"
"1122","Bcl7b","bcl7bb"
"1123","Tmc8","tmc8"
"1124","Snx20","snx20"
"1125","Gltpd2","gltpd2"
"1126","Madd","madd"
"1127","Tpx2","tpx2"
"1128","Efemp2","efemp2b"
"1129","Stx2","stx2b"
"1130","Adgrl4","adgrl4"
"1131","Gdf5","gdf5"
"1132","Slit2","slit2"
"1133","Doc2b","doc2b"
"1134","Lgals4","si:dkey-151j17.4"
"1135","Mpped1","mpped1"
"1136","Xkr9","xkr9"
"1137","Ints8","ints8"
"1138","Skp2","skp2"
"1139","Meioc","moto"
"1140","Insm1","insm1b"
"1141","Sdsl","sdsl"
"1142","Leo1","leo1"
"1143","Agfg2","zgc:114045"
"1144","Gpank1","gpank1"
"1145","Sfxn2","sfxn2"
"1146","Ptx3","ptx3b"
"1147","Tk1","tk1"
"1148","Art2b","si:ch211-145b13.6"
"1149","Hnrnpa1","hnrnpa1b"
"1150","Enkd1","si:ch211-220d9.3"
"1151","Nfil3","nfil3"
"1152","Tspan11","tspan11"
"1153","Wasf3","wasf3b"
"1154","Trim66","trim66"
"1155","Trim46","trim46b"
"1156","Mcm9","mcm9"
"1157","Trhr","trhra"
"1158","Tmem223","tmem223"
"1159","Plscr5","si:ch211-71m22.5"
"1160","Fam222b","fam222bb"
"1161","Slc16a9","slc16a9a"
"1162","Dnmbp","dnmbp"
"1163","Nxn","nxn"
"1164","Ggt1","ggt1b"
"1165","Tyrp1","tyrp1b"
"1166","En1","en1b"
"1167","Prom1","prom1b"
"1168","Radil","radil"
"1169","Rem2","rem2"
"1170","Slc35f1","slc35f1"
"1171","Polr3c","polr3c"
"1172","Ppp1r13l","ppp1r13l"
"1173","Esr2","esr2b"
"1174","Mocs1","mocs1"
"1175","Nup133","nup133"
"1176","Grik5","grik5"
"1177","Slc15a1","slc15a1b"
"1178","Mapkap1","mapkap1"
"1179","Abca3","abca3b"
"1180","Palmd","palmdb"
"1181","Mettl17","mettl17"
"1182","Opa3","opa3"
"1183","Zic2","zic2a"
"1184","Emc2","emc2"
"1185","Phtf1","phtf1"
"1186","Atp1b1","atp1b1b"
"1187","Rundc1","si:dkey-151m15.5"
"1188","Hecw1","hecw1b"
"1189","Prss35","prss35"
"1190","Slc5a11","slc5a11"
"1191","Foxb2","foxb2"
"1192","Frmpd1","frmpd1b"
"1193","Nbas","nbas"
"1194","Gga3","gga3a"
"1195","Mad2l1","mad2l1"
"1196","Maml3","maml3"
"1197","Adra1b","adra1bb"
"1198","Msn","msnb"
"1199","Osbpl6","osbpl6"
"1200","Rbx1","rbx1"
"1201","Acaa1a","acaa1"
"1202","Atf7","atf7a"
"1203","Frmpd2","frmpd2"
"1204","Kidins220","kidins220b"
"1205","Srsf6","srsf6b"
"1206","Syne1","syne1b"
"1207","Lhx4","lhx4"
"1208","Nexmif","nexmifa"
"1209","Khdrbs1","khdrbs1a"
"1210","Phf11a","phf11"
"1211","Cenpe","cenpe"
"1212","Cfd","cfd"
"1213","Rassf7","rassf7b"
"1214","Ppl","ppl"
"1215","Pip4k2a","pip4k2aa"
"1216","Taf2","taf2"
"1217","Plppr5","plppr5b"
"1218","Vasn","vasnb"
"1219","Acbd6","acbd6"
"1220","Rin2","rin2"
"1221","Dexi","dexi"
"1222","Polr2l","polr2l"
"1223","Clhc1","cltca"
"1224","Coro2a","si:ch73-106g13.1"
"1225","Atp6v0e","atp6v0e1"
"1226","Auh","auh"
"1227","P4ha3","si:cabz01069582.1"
"1228","Mmp11","mmp11a"
"1229","Macc1","macc1"
"1230","Klhl41","klhl41a"
"1231","Frem3","frem3"
"1232","Egr3","egr3"
"1233","Gpr18","gpr18"
"1234","Dcaf12","dcaf12"
"1235","Dnhd1","si:dkey-11m19.5"
"1236","Csnk1g2","csnk1g2b"
"1237","Mdm1","mdm1"
"1238","Pacs1","pacs1a"
"1239","Ptger4","ptger4a"
"1240","Mmadhc","zgc:92335"
"1241","Clybl","clybl"
"1242","Dlgap2","dlgap2b"
"1243","Dlgap2","dlgap2a"
"1244","Nae1","nae1"
"1245","Abhd8","abhd8b"
"1246","Tmem168","tmem168b"
"1247","Cat","cat"
"1248","Atp1a4","atp2a1l"
"1249","Rnf165","rnf165b"
"1250","Grn","grn2"
"1251","Grn","grn1"
"1252","Hspa2","hspa1b"
"1253","Ldha","ldha"
"1254","Gtf2b","gtf2b"
"1255","Rnf19b","rnf19b"
"1256","Uqcc2","uqcc2"
"1257","Bdh1","bdh1"
"1258","Csl","cs"
"1259","Ccdc115","ccdc115"
"1260","Pdlim3","pdlim3b"
"1261","Cgn","cgna"
"1262","Ing4","ing4"
"1263","Slc38a7","slc38a7"
"1264","Ube2q2","ube2q1"
"1265","Taf5l","taf5l"
"1266","Ppp1r11","ppp1r11"
"1267","Cabp1","cabp1b"
"1268","Grid1","grid1a"
"1269","Grcc10","grcc10"
"1270","Aqp5","aqp8b"
"1271","Myod1","myod1"
"1272","Syvn1","syvn1"
"1273","Xpo6","xpo6"
"1274","Fabp3","fabp3"
"1275","Kctd7","kctd7"
"1276","Kcnk2","kcnk2a"
"1277","Plscr3","si:ch211-71m22.3"
"1278","Naaladl1","si:ch211-214j8.1"
"1279","Arhgap31","arhgap31"
"1280","Kmt2c","kmt2ca"
"1281","Slc25a38","slc25a38b"
"1282","Zfp36l1","zfp36l1b"
"1283","Tacc3","tacc3"
"1284","Eif4e","eif4ea"
"1285","Cenpt","cenpt"
"1286","Uprt","uprt"
"1287","Pop5","pop5"
"1288","Ascc3","ascc3"
"1289","Xrcc3","xrcc3"
"1290","Trappc6b","trappc6b"
"1291","Zmat3","zmat3"
"1292","Coq10a","si:dkey-190g6.2"
"1293","Brf2","brf2"
"1294","B4galt4","b4galt4"
"1295","Tmem200b","tmem200b"
"1296","Iyd","si:ch211-286f9.2"
"1297","Vps37b","zgc:114173"
"1298","Nuak2","nuak2"
"1299","Mmp24","mmp24"
"1300","Eps8l3","eps8l3a"
"1301","Pld5","si:ch211-194e18.2"
"1302","Pcnx3","pcnx3"
"1303","Zzef1","zzef1"
"1304","Ninj1","si:ch1073-278o19.1"
"1305","Wnt2b","wnt2bb"
"1306","Rab14","rab14"
"1307","Dip2b","dip2ba"
"1308","Tomm6","tomm6"
"1309","Dpf1","dpf1"
"1310","D430041D05Rik","kiaa1549la"
"1311","Scml4","scml4"
"1312","Atic","atic"
"1313","Cfl1","cfl1"
"1314","6430550D23Rik","st3gal7"
"1315","Rabgef1","rabgef1"
"1316","Chrnb4","chrnb4"
"1317","Spire2","spire2"
"1318","Ripor2","ripor2"
"1319","Tsc22d1","tsc22d1"
"1320","Nme4","nme4"
"1321","Me1","me1"
"1322","Ubap1","ubap1"
"1323","Trmt10b","trmt10b"
"1324","Coq5","coq5"
"1325","Ppp1r14c","ppp1r14c"
"1326","Mrpl41","mrpl41"
"1327","Asb12","asb12b"
"1328","Capg","capgb"
"1329","Plekhg6","plekhg6"
"1330","Kcnq4","kcnq4"
"1331","Pcdh18","pcdh18b"
"1332","Nfic","nfic"
"1333","Guca1b","guca1b"
"1334","Ktn1","ktn1"
"1335","A930007A09Rik","si:dkey-16i5.8"
"1336","Ankfy1","ankfy1"
"1337","Hemk1","hemk1"
"1338","Gpr158","gpr158b"
"1339","Oacyl","oacyl"
"1340","Smtnl2","smtnl"
"1341","Svopl","svopl"
"1342","Tbc1d10c","tbc1d10c"
"1343","Ntpcr","ntpcr"
"1344","Dusp19","dusp19b"
"1345","Wwtr1","wwtr1"
"1346","Syngr2","syngr2b"
"1347","Mrps25","mrps25"
"1348","Cdk8","cdk8"
"1349","Bmyc","myca"
"1350","Gatm","gatm"
"1351","Zgpat","zgpat"
"1352","Add1","add1"
"1353","Pon3","pon2"
"1354","Osbpl1a","osbpl1a"
"1355","Eny2","eny2"
"1356","Gadd45gip1","gadd45gip1"
"1357","Pdzrn3","pdzrn3a"
"1358","Rab4b","rab4b"
"1359","Rabggtb","rabggtb"
"1360","Cyb5d2","cyb5d2"
"1361","Pom121l2","pom121"
"1362","Pom121l2","wu:fb30f12"
"1363","Galnt13","galnt13"
"1364","Arl3","arl3b"
"1365","Synpo2l","synpo2la"
"1366","Urod","urod"
"1367","Vdac2","vdac2"
"1368","Accs","accs"
"1369","Bmpr1a","bmpr1ab"
"1370","Paxx","paxx"
"1371","Csnk1a1","csnk1a1"
"1372","Ttc39c","ttc39c"
"1373","Naa40","naa40"
"1374","Ptger2","ptger2b"
"1375","R3hdm1","r3hdm1"
"1376","Tenm2","si:dkey-34l15.2"
"1377","Kalrn","kalrnb"
"1378","H3c3","si:dkey-23a13.21"
"1379","Fubp1","fubp1"
"1380","Lpp","lpp"
"1381","Trpc4","trpc4a"
"1382","Atp1b2","atp1b2b"
"1383","Adipor2","adipor2"
"1384","Tsku","tsku"
"1385","Grm8","grm8a"
"1386","H2ax","hist1h2a6"
"1387","H2ax","hist1h2a2"
"1388","H2ax","hist1h2a10"
"1389","Meis2","meis2a"
"1390","Ptgfr","ptgfr"
"1391","Tprg","tprg1"
"1392","Itga10","itga10"
"1393","Nphp1","nphp1"
"1394","Hdac9","hdac9b"
"1395","Tram1","tram1"
"1396","She","she"
"1397","Hnrnpu","hnrnpua"
"1398","Pbx3","pbx3b"
"1399","Taf11","taf11"
"1400","Stra6l","stra6l"
"1401","Dtx2","dtx2"
"1402","Kcnn1","kcnn1a"
"1403","Rpl26","rpl26"
"1404","Gpat4","gpat4"
"1405","Dpy19l1","dpy19l1l"
"1406","Fam184a","fam184a"
"1407","Dbr1","dbr1"
"1408","Parp2","parp2"
"1409","Gdpd4","gdpd4b"
"1410","Ldb3","ldb3b"
"1411","Pdcd10","pdcd10b"
"1412","Tuba3a","tuba7l"
"1413","Ppp1r13b","ppp1r13ba"
"1414","Pard6g","pard6gb"
"1415","Arrdc5","zgc:110626"
"1416","Arrdc5","si:ch211-130m23.2"
"1417","Oga","oga"
"1418","P2rx3","p2rx3b"
"1419","P2rx3","p2rx3a"
"1420","Slc40a1","slc40a1"
"1421","Ufm1","ufm1"
"1422","Sall1","sall1b"
"1423","Cdc42bpb","cdc42bpb"
"1424","Baz1b","baz1b"
"1425","Irs3","si:ch73-335l21.1"
"1426","Pdzd4","si:ch73-162j3.4"
"1427","Xbp1","xbp1"
"1428","Efhd2","efhd2"
"1429","Fnbp1","fnbp1b"
"1430","Peak1","peak1"
"1431","Rbpjl","rbpjl"
"1432","Zan","zanl"
"1433","Atp5j","si:dkey-22n8.3"
"1434","Lmo4","lmo4b"
"1435","Sorbs1","sorbs1"
"1436","Lyplal1","lyplal1"
"1437","Hsph1","hsph1"
"1438","Fntb","fntb"
"1439","B3gnt9","b3gnt9"
"1440","Snx14","snx14"
"1441","Rfk","rfk"
"1442","Cd22","si:dkey-27j5.11"
"1443","Cd22","si:dkey-27j5.10"
"1444","Cd22","si:ch73-94k4.5"
"1445","Cd22","si:dkey-27j5.6"
"1446","Cd22","si:dkey-27j5.7"
"1447","Cd22","zgc:172106"
"1448","Cd22","si:ch211-286b5.8"
"1449","Cd22","si:ch211-286b5.9"
"1450","Rpp25l","rpp25l"
"1451","Zhx2","zhx2b"
"1452","Cacna1g","cacna1g"
"1453","Znrf3","znrf3"
"1454","P2ry1","p2ry1"
"1455","Gyg","gyg1b"
"1456","Snx27","snx27a"
"1457","Tmem196","tmem196b"
"1458","Pcdh10","pcdh10b"
"1459","C6","c6"
"1460","Srgap1","srgap1a"
"1461","Rgs13","si:ch211-117l17.5"
"1462","Slc15a5","si:ch211-190o6.3"
"1463","Hars2","hars"
"1464","Pdia2","zgc:136472"
"1465","Nfx1","si:dkey-10f23.2"
"1466","Myd88","myd88"
"1467","Mindy2","mindy2"
"1468","Oard1","oard1"
"1469","Rps15","rps15"
"1470","Inppl1","inppl1a"
"1471","Cmya5","cmya5"
"1472","Tmem39b","tmem39b"
"1473","Ctnnd2","ctnnd2b"
"1474","Abtb2","abtb2b"
"1475","Arx","arxa"
"1476","Cep85l","cep85l"
"1477","Fbxl5","fbxl5"
"1478","Acvr2b","acvr2ba"
"1479","Kcnip1","kcnip1b"
"1480","Htra2","si:dkey-112g5.15"
"1481","Htra2","si:dkey-112g5.11"
"1482","Htra2","si:dkey-33c12.10"
"1483","Htra2","si:dkey-33c12.12"
"1484","Htra2","si:dkey-112g5.16"
"1485","Htra2","si:dkey-33c12.11"
"1486","Htra2","si:dkey-112g5.13"
"1487","Htra2","si:dkey-19p15.4"
"1488","Htra2","si:dkey-84o3.3"
"1489","Ola1","ola1"
"1490","Krt19","krt93"
"1491","Noxo1","noxo1b"
"1492","Eftud2","eftud2"
"1493","Pif1","pif1"
"1494","Mybpc2","mybpc2b"
"1495","Ppip5k2","ppip5k2"
"1496","Anks1","anks1aa"
"1497","Camk2g","camk2g2"
"1498","Bmt2","bmt2"
"1499","Scube1","scube1"
"1500","Fktn","fktn"
"1501","Abhd14a","abhd14a"
"1502","Rhobtb2","rhobtb2a"
"1503","Syt13","syt13"
"1504","4930402H24Rik","si:ch211-194c3.5"
"1505","Nubp1","nubp1"
"1506","Elmo1","elmo1"
"1507","Sltm","sltm"
"1508","Nfix","nfixb"
"1509","Ina","inab"
"1510","Xpo1","xpo1b"
"1511","Rad51b","rad51b"
"1512","Msantd1","msantd1"
"1513","Slc4a5","si:ch211-48m9.1"
"1514","Plcg1","plcg1"
"1515","Comtd1","comtd1"
"1516","Hvcn1","hvcn1"
"1517","Mmd2","mmd2b"
"1518","Slitrk3","slitrk3b"
"1519","Rnd3","rnd3a"
"1520","Rnd3","rnd3b"
"1521","Atp6v0a4","si:ch73-173p19.2"
"1522","Dnajc8","dnajc8"
"1523","Bin3","bin3"
"1524","Fggy","fggy"
"1525","Fgd1","fgd1"
"1526","Prdm13","prdm13"
"1527","Pop7","pop7"
"1528","Fam163b","fam163ba"
"1529","Ip6k1","ip6k1"
"1530","Ccnb1","ccnb1"
"1531","Chst5","chst6"
"1532","Mrps14","mrps14"
"1533","Tm4sf4","tm4sf4"
"1534","Tstd1","si:dkey-34l15.1"
"1535","Kcnj3","kcnj3a"
"1536","Katna1","katna1"
"1537","Ift52","ift52"
"1538","Pcmtd2","pcmtd2a"
"1539","Slc6a17","slc6a17"
"1540","Fbxo44","si:rp71-1k13.6"
"1541","Fbxo44","zgc:153722"
"1542","Fbxo44","zgc:114081"
"1543","Matn4","matn4"
"1544","Eef1a1","eef1a1a"
"1545","Gsk3a","gsk3ab"
"1546","Clec16a","clec16a"
"1547","Oser1","oser1"
"1548","Med22","med22"
"1549","Cish","cish"
"1550","Psmc3","psmc3"
"1551","Hpse2","hpse2"
"1552","Htr6","htr6"
"1553","Ptprz1","ptprz1a"
"1554","Clasp1","clasp1a"
"1555","Disc1","disc1"
"1556","Vwf","vwf"
"1557","Ttf1","si:ch73-376l24.4"
"1558","Ttf1","ttf1"
"1559","Ttf1","si:ch73-376l24.6"
"1560","Kctd3","kctd3"
"1561","Rsl1d1","rsl1d1"
"1562","Txndc17","txndc17"
"1563","Ak2","ak2"
"1564","Pttg1","pttg1"
"1565","Zmynd10","zmynd10"
"1566","Ifitm5","ifitm5"
"1567","Jarid2","jarid2b"
"1568","Hnrnpa3","hnrnpa0a"
"1569","Mbd1","mbd1b"
"1570","Chrm1","chrm1a"
"1571","Arhgef3","arhgef3"
"1572","Ppp1r3a","ppp1r3ab"
"1573","Clcn1","clcn1a"
"1574","Srsf2","srsf2a"
"1575","Ubap1l","ubap1la"
"1576","Phox2a","phox2a"
"1577","Usp2","usp2a"
"1578","Tgfb2","tgfb2"
"1579","Setd4","setd4"
"1580","Lurap1","lurap1"
"1581","Chrna2","chrna2a"
"1582","Asap1","asap1b"
"1583","Mrps33","mrps33"
"1584","Sfswap","sfswap"
"1585","Rasgrp4","rasgrp4"
"1586","Zcchc17","zcchc17"
"1587","Slc35d1","slc35d1a"
"1588","Dnajc30","dnajc30b"
"1589","Rap2b","rap2b"
"1590","Bbs2","bbs2"
"1591","Tm9sf3","tm9sf3"
"1592","Fam131b","fam131ba"
"1593","Lrrc9","lrrc9"
"1594","Snx7","snx7"
"1595","Ror2","ror2"
"1596","Mfsd13a","mfsd13a"
"1597","Chrna4","chrna4b"
"1598","Gpr137","gpr137"
"1599","Serhl","serhl"
"1600","Rnf151","rnf151"
"1601","Elmo2","elmo2"
"1602","Cox6b2","cox6b2"
"1603","Zfp532","znf532"
"1604","Efs","efs"
"1605","Tyw5","tyw5"
"1606","Sema3c","sema3c"
"1607","Dnajb12","dnajb12a"
"1608","Gtpbp6","gtpbp6"
"1609","Jtb","jtb"
"1610","Rpusd2","rpusd2"
"1611","Chrnb2","chrnb2"
"1612","Swt1","swt1"
"1613","Prpf4b","prpf4ba"
"1614","Fn1","fn1b"
"1615","Dusp13","dusp13a"
"1616","Dusp13","si:dkey-24f15.2"
"1617","Dnajc2","dnajc2"
"1618","Ivns1abp","ivns1abpa"
"1619","Ivns1abp","ivns1abpb"
"1620","Myo1h","myo1ha"
"1621","Acap1","acap1"
"1622","Rap1gap2","rap1gap2b"
"1623","Rap1gap2","rap1gap2a"
"1624","Timp2","timp2a"
"1625","Icmt","icmt"
"1626","Dcaf7","dcaf7"
"1627","Chst10","chst10"
"1628","Eef2k","eef2k"
"1629","Prdx3","prdx3"
"1630","Spon1","spon1a"
"1631","Hs3st6","si:ch211-216b21.2"
"1632","Ankk1","ankk1"
"1633","Fgf11","fgf11a"
"1634","Tle5","tle5"
"1635","Map7d1","map7d1a"
"1636","Stk17b","stk17b"
"1637","Rbm45","rbm45"
"1638","Rgs7bp","rgs7bpb"
"1639","Klhl24","klhl24b"
"1640","Gabpb1","gabpb1"
"1641","Mgat4f","zgc:101663"
"1642","Idi2","idi1"
"1643","Rpl6","rpl6"
"1644","Kcnv2","kcnv2a"
"1645","Slc5a3","slc5a3b"
"1646","Atp9b","atp9b"
"1647","Marveld3","marveld3"
"1648","Gm21861","sycp3"
"1649","Cavin2","cavin2a"
"1650","Rnaseh2b","rnaseh2b"
"1651","Mrps24","mrps24"
"1652","Il1rapl1","il1rapl1a"
"1653","Ttc36","ttc36"
"1654","Tbrg4","tbrg4"
"1655","Mettl7a3","si:ch211-173n18.3"
"1656","Mettl7a3","mettl7a"
"1657","Col11a1","col11a1b"
"1658","Cav3","cav3"
"1659","Ttll11","ttll11"
"1660","Abcc12","abcc12"
"1661","Gspt2","eef2a.1"
"1662","Msi2","msi2a"
"1663","Gm10131","erh"
"1664","Cfap52","cfap52"
"1665","Rpl21","rpl21"
"1666","Ms4a15","si:dkey-238j22.1"
"1667","Ms4a15","ms4a17c.2"
"1668","Ms4a15","si:dkey-174k12.3"
"1669","Ms4a15","ms4a17c.1"
"1670","Ms4a15","ms4a17a.7"
"1671","Ms4a15","ms4a17a.3"
"1672","Ms4a15","ms4a17a.6"
"1673","Ms4a15","ms4a17a.10"
"1674","Ms4a15","ms4a17a.12"
"1675","Cryba1","cryba1a"
"1676","Rnf185","rnf185"
"1677","Eapp","eapp"
"1678","Ano2","ano2a"
"1679","Ptdss2","ptdss2"
"1680","Cux1","cux1a"
"1681","Golga1","golga1"
"1682","Tfcp2l1","tfcp2l1"
"1683","Plxdc2","plxdc2"
"1684","Art3","si:ch211-51i16.3"
"1685","Art3","si:ch211-51i16.1"
"1686","Art3","si:ch73-379f5.5"
"1687","Vgll2","vgll2a"
"1688","Frem2","frem2a"
"1689","Wrap73","wrap73"
"1690","Gtf2e2","gtf2e2"
"1691","Psmd11","psmd11b"
"1692","Ciz1","ciz1a"
"1693","Ciz1","ciz1b"
"1694","Ddx18","ddx18"
"1695","Lrrc4c","lrrc4cb"
"1696","Nacad","nacad"
"1697","Zkscan6","plagl2"
"1698","Rwdd2b","rwdd2b"
"1699","Sqle","sqleb"
"1700","Ddr2","ddr2a"
"1701","Glipr2","glipr2l"
"1702","Ankrd29","ankrd29"
