"","MGI.symbol","Symbol"
"14202","Cfap36","cfap36"
"14203","Tspan4","tspan4a"
"14204","Tmigd1","tmigd1"
"14205","Dock7","dock7"
"14206","Plekhm3","plekhm3"
"14207","Fuz","fuz"
"14208","Vrk2","vrk2"
"14209","Dhfr","zgc:153031"
"14210","Rnpepl1","rnpepl1"
"14211","Ccdc83","ccdc83"
"14212","Fam136a","fam136a"
"14213","Foxp2","foxp2"
"14214","Rap2a","rap2aa"
"14215","Jmjd6","jmjd6"
"14216","Tmbim1","tmbim1b"
"14217","Cacna2d2","cacna2d2a"
"14218","Fam20c","fam20ca"
"14219","Mfge8","mfge8b"
"14220","Rufy3","rufy3"
"14221","Strc","strc"
"14222","Lrp5","lrp5"
"14223","B230219D22Rik","zgc:77058"
"14224","Acot7","acot7"
"14225","Nthl1","nthl1"
"14226","Usp1","usp1"
"14227","Elovl7","elovl7b"
"14228","St3gal2","st3gal2"
"14229","Hoxd11","hoxc11b"
"14230","Hpcal4","rcvrna"
"14231","Hpcal4","guca1c"
"14232","Hpcal4","rcvrnb"
"14233","Clu","clu"
"14234","Klhl41","klhl41b"
"14235","mt-Nd5","mt-nd5"
"14236","Cacnb1","cacnb1"
"14237","Ppox","ppox"
"14238","Cacng4","cacng4b"
"14239","Cacng4","cacng4a"
"14240","Cnnm4","cnnm4a"
"14241","Crybb3","crybb3"
"14242","Slc12a1","slc12a1"
"14243","Prrc2c","prrc2c"
"14244","Polg2","polg2"
"14245","Ccdc84","ccdc84"
"14246","Mrc1","mrc1a"
"14247","Stim2","stim2a"
"14248","Adcy5","adcy5"
"14249","Mark2","mark2b"
"14250","Zranb1","zranb1a"
"14251","Tspear","tspearb"
"14252","Vwa3a","vwa3a"
"14253","Nanos2","nanos2"
"14254","Furin","furina"
"14255","Ttll4","ttll4"
"14256","Metrnl","metrnla"
"14257","Wdfy1","wdfy1"
"14258","Snrnp35","snrnp35"
"14259","Alg5","alg5"
"14260","Zfp410","znf410"
"14261","Racgap1","racgap1"
"14262","Vstm2l","vstm2l"
"14263","Slc47a1","slc47a4"
"14264","Slc47a1","slc47a1"
"14265","Gnas","gnas"
"14266","Htr2b","htr2b"
"14267","Mapkapk3","mapkapk3"
"14268","Manba","manba"
"14269","Dhx58","dhx58"
"14270","Pet100","pet100"
"14271","Cdk2","cdk2"
"14272","Stk11ip","stk11ip"
"14273","Srd5a2","srd5a2a"
"14274","Appl1","hesx1"
"14275","Appl1","appl1"
"14276","Pdpk1","pdpk1a"
"14277","Ube2t","ube2t"
"14278","Pdzph1","pdzph1"
"14279","Cbln3","si:dkeyp-110c7.4"
"14280","Cbln3","cbln14"
"14281","Cbln3","cbln5"
"14282","Cbln3","si:dkeyp-74b6.2"
"14283","Cbln3","cbln9"
"14284","Cbln3","cbln10"
"14285","Hdac7","hdac7a"
"14286","Cnga1","cnga1b"
"14287","Ranbp9","ranbp9"
"14288","Ush1g","ush1ga"
"14289","Mki67","mki67"
"14290","Otp","otpa"
"14291","Rps14","rps14"
"14292","Trpm4","trpm4b.2"
"14293","Npr1","npr2"
"14294","Wdr45","wdr45"
"14295","E2f4","e2f4"
"14296","Pi4k2b","pi4k2b"
"14297","Adamts1","adamts1"
"14298","Smim4","smim4"
"14299","Stxbp6","stxbp6"
"14300","Zfp217","znf217"
"14301","Dcp1a","dcp1a"
"14302","Gaa","gaa"
"14303","Twf1","twf1a"
"14304","Glis3","glis3"
"14305","Spag9","spag9a"
"14306","Scn10a","scn5lab"
"14307","Angptl2","angptl2b"
"14308","Angptl2","angptl2a"
"14309","Immp2l","immp2l"
"14310","Frrs1","frrs1a"
"14311","Frrs1","frrs1b"
"14312","Lipc","lipcb"
"14313","Otud1","otud1"
"14314","Mboat4","mboat4"
"14315","Sncaip","sncaip"
"14316","Tacr1","tacr1a"
"14317","Arhgap18","arhgap18"
"14318","Cldnd1","cldnd1a"
"14319","Cdc14a","cdc14ab"
"14320","Nin","nin"
"14321","Vezf1","vezf1a"
"14322","Tcf25","tcf25"
"14323","Mrpl33","mrpl33"
"14324","Hddc2","hddc2"
"14325","Fam171a2","fam171a2b"
"14326","Preb","preb"
"14327","Tomm40","tomm40l"
"14328","Myoc","myoc"
"14329","Arhgef12","arhgef12a"
"14330","Agpat4","agpat4"
"14331","Celf6","si:dkey-205h23.2"
"14332","Rfx3","rfx3"
"14333","Cntn4","cntn3b"
"14334","Npepl1","npepl1"
"14335","Agxt2","agxt2"
"14336","Chst3","chst3b"
"14337","Prkag3","prkag3b"
"14338","Acsm1","acss2l"
"14339","Engase","engase"
"14340","Thoc1","thoc1"
"14341","Plxnd1","plxnd1"
"14342","Lmtk2","lmtk2"
"14343","Nme1","nme2b.1"
"14344","Nme1","nme2b.2"
"14345","Ubiad1","ubiad1"
"14346","Tnni2","tnni2a.1"
"14347","Tnni2","tnni2a.2"
"14348","Tnni2","tnni2a.3"
"14349","Tnni2","tnni2a.4"
"14350","Pigh","pigh"
"14351","Inpp5d","inpp5d"
"14352","Hsdl1","hsdl1"
"14353","Cda","cdaa"
"14354","Sox4","sox4b"
"14355","Rhbdf1","rhbdf1a"
"14356","Uevld","uevld"
"14357","Jakmip1","jakmip1"
"14358","Pde8a","pde8a"
"14359","Pitpnb","pitpnb"
"14360","Fzd1","fzd1"
"14361","Nol11","nol11"
"14362","Lrrn3","lrrn3a"
"14363","Lrrn3","lrrn3b"
"14364","Spdya","spdya"
"14365","Gldc","gldc"
"14366","Ndufa11","ndufa11"
"14367","Uckl1","uckl1a"
"14368","Dctn1","dctn1a"
"14369","Inhba","inhbab"
"14370","Inhba","inhbaa"
"14371","Nr1h3","nr1h3"
"14372","Dsn1","dsn1"
"14373","Eva1a","eva1a"
"14374","N6amt1","n6amt1"
"14375","Stk19","stk19"
"14376","mt-Nd2","mt-nd2"
"14377","Sipa1","zmp:0000001168"
"14378","Tshr","tshr"
"14379","Lrr1","zgc:77287"
"14380","Chrna6","chrna6"
"14381","Cutc","cutc"
"14382","Spint4","wu:fb59d01"
"14383","Arsk","arsk"
"14384","Atxn3","atxn3"
"14385","Ythdf1","ythdf1"
"14386","Srsf2","srsf2b"
"14387","Ppp1r3a","ppp1r3aa"
"14388","Mfsd12","mfsd12a"
"14389","Capns2","zgc:85932"
"14390","Nol6","nol6"
"14391","Pms1","pms1"
"14392","Cwf19l1","cwf19l1"
"14393","Ocm","pvalb5"
"14394","Gpc2","gpc2"
"14395","Pald1","pald1a"
"14396","Adgrl1","adgrl1a"
"14397","Nop14","nop14"
"14398","Ube2l3","ube2l3a"
"14399","Rtn4","rtn4a"
"14400","Rnf130","rnf130"
"14401","Wdr47","wdr47b"
"14402","Srf","srfa"
"14403","Srf","srfb"
"14404","Proz","proza"
"14405","Col22a1","si:ch211-196i2.1"
"14406","Garnl3","si:ch211-182d3.1"
"14407","Zdhhc18","zdhhc18b"
"14408","Angptl1","angptl1b"
"14409","Car4","ca4a"
"14410","Rnf182","rnf182"
"14411","Eif3i","eif3i"
"14412","Erc1","erc1a"
"14413","Srsf7","srsf7b"
"14414","Gprc5b","gprc5ba"
"14415","Cep131","cep131"
"14416","Lyar","lyar"
"14417","Gmip","gmip"
"14418","Mrpl2","mrpl2"
"14419","Batf3","batf3"
"14420","Pycr1","pycr1a"
"14421","Bach1","bach1b"
"14422","Fasl","faslg"
"14423","Clic1","clic1"
"14424","Alkbh7","alkbh7"
"14425","Crmp1","crmp1"
"14426","Gpaa1","gpaa1"
"14427","Nfyc","nfyc"
"14428","Etf1","etf1a"
"14429","Gng13","gng13b"
"14430","Rbm27","rbm27"
"14431","Hspbap1","hspbap1"
"14432","2310033P09Rik","zgc:63882"
"14433","Lrrc18","lrrc18b"
"14434","Blcap","blcap"
"14435","Prrx1","prrx1a"
"14436","Fanca","fanca"
"14437","Mcrip1","mcrip1"
"14438","Chtf18","chtf18"
"14439","Lima1","lima1a"
"14440","Nemp1","nemp1"
"14441","Olfr543","or112-1"
"14442","Map3k12","map3k12"
"14443","Hs3st3b1","hs3st1l2"
"14444","Hs3st3b1","hs3st3b1a"
"14445","Ctss","ctss2.1"
"14446","Ctss","ctss2.2"
"14447","Slc16a7","zgc:165507"
"14448","Aanat","aanat2"
"14449","Aanat","aanat1"
"14450","Sowahc","sowahca"
"14451","Sowahc","sowahcb"
"14452","Stard8","stard8"
"14453","Ankrd49","ankrd49"
"14454","Naalad2","naalad2"
"14455","Cthrc1","cthrc1a"
"14456","Plscr3","si:ch73-170d6.4"
"14457","Ralyl","hnrnpc"
"14458","Ralyl","zgc:55733"
"14459","1700088E04Rik","si:dkey-43k4.3"
"14460","Abhd18","abhd18"
"14461","Mpp3","mpp3b"
"14462","Fkbpl","fkbpl"
"14463","Rbfox2","rbfox2"
"14464","Aoc2","aoc2"
"14465","Bhlhe23","si:ch211-196c10.13"
"14466","Rapgef5","rapgef5a"
"14467","Capn15","capn15"
"14468","Gng10","gng10"
"14469","Tiam1","tiam1b"
"14470","Plpp6","plpp6"
"14471","Dlg3","dlg3"
"14472","Ripk2","ripk2"
"14473","Wbp2","wbp2"
"14474","Otop2","otop2"
"14475","Tm9sf2","tm9sf2"
"14476","Nsg2","nsg2"
"14477","Dcakd","dcakd"
"14478","Abcb6","abcb6b"
"14479","Scrt2","scrt2"
"14480","Rnf19a","rnf19a"
"14481","Rps3","rps3"
"14482","Chchd1","chchd1"
"14483","Cd74","cd74b"
"14484","Pih1d2","pih1d2"
"14485","Banf1","banf1"
"14486","Creg1","creg1"
"14487","Art1","art4"
"14488","Art1","zmp:0000000997"
"14489","Art1","si:ch211-163m16.7"
"14490","Mast3","mast3a"
"14491","Sigmar1","sigmar1"
"14492","Prkcsh","prkcsh"
"14493","Cdk11b","cdk11b"
"14494","Rps26","rps26l"
"14495","Elf2","elf2b"
"14496","Ddb1","ddb1"
"14497","Rell1","rell1"
"14498","Tmem126b","tmem126a"
"14499","Sugp1","sugp1"
"14500","Rbmx2","rbmx2"
"14501","Rapgef6","rapgef6"
"14502","Fut10","fut10"
"14503","Srp72","srp72"
"14504","Rab39b","rab39bb"
"14505","Igsf6","si:ch211-139g16.8"
"14506","Adra1a","adra1aa"
"14507","Stk39","stk39"
"14508","S1pr2","s1pr2"
"14509","Dctn5","dctn5"
"14510","Plppr2","plppr2b"
"14511","Plppr2","plppr2a"
"14512","Schip1","zgc:153615"
"14513","Dlx1","dlx1a"
"14514","Zfp341","znf341"
"14515","Slc5a6","slc5a6a"
"14516","Exosc8","exosc8"
"14517","Mansc1","mansc1"
"14518","Mtx3","mtx3"
"14519","Nans","nansb"
"14520","Tubb1","tubb1"
"14521","Riox2","riox2"
"14522","Ndufb11","ndufb11"
"14523","Arl9","arl9"
"14524","Foxr2","foxr1"
"14525","Pdlim2","pdlim2"
"14526","B3galnt1","zgc:194330"
"14527","Bahcc1","bahcc1a"
"14528","Esco2","esco2"
"14529","Vbp1","vbp1"
"14530","Itfg1","itfg1"
"14531","Sp5","sp5a"
"14532","Polr3d","polr3d"
"14533","Dlc1","dlc1"
"14534","Suclg1","suclg1"
"14535","Rab38","rab38b"
"14536","Amer1","amer1"
"14537","Igf2","igf2a"
"14538","Scara3","scara3"
"14539","Tank","zgc:113184"
"14540","Pla2g3","pla2g3"
"14541","Tspan13","tspan13a"
"14542","Depdc7","depdc7a"
"14543","Igflr1","igflr1"
"14544","Pcsk1","pcsk1"
"14545","Ndel1","ndel1b"
"14546","Lrp4","lrp4"
"14547","Snx16","snx16"
"14548","Ralgps1","ralgps1"
"14549","Nkd1","nkd1"
"14550","Fbxw11","fbxw11a"
"14551","Gins4","gins4"
"14552","Aldh6a1","aldh6a1"
"14553","Sox8","sox8b"
"14554","Sox8","sox8a"
"14555","Bmp10","bmp10l"
"14556","Cntn1","cntn1a"
"14557","Bcl7b","bcl7ba"
"14558","Slc25a20","slc25a20"
"14559","Ptprr","ptprr"
"14560","Sh3rf3","si:ch211-124n19.2"
"14561","Dtwd2","dtwd2"
"14562","Ankrd34c","asz1"
"14563","Veph1","veph1"
"14564","Tmem254a","tmem254"
"14565","Nacc1","nacc1a"
"14566","Ppan","ppan"
"14567","Mcm2","mcm2"
"14568","Rap1gap","si:dkey-166d12.2"
"14569","Plppr4","plppr4a"
"14570","Gchfr","gchfr"
"14571","Ccdc106","ccdc106a"
"14572","Agap2","agap2"
"14573","Dhx29","dhx29"
"14574","Chic2","chic2"
"14575","Ppig","ppig"
"14576","Cacna1d","cacna1da"
"14577","Naga","naga"
"14578","Coil","coil"
"14579","Mtss2","mtss1lb"
"14580","Grin3b","grin3ba"
"14581","Ecel1","ecel1"
"14582","Zfp276","zgc:158366"
"14583","Adgra3","adgra3"
"14584","Rpe65","rpe65a"
"14585","Ttc13","ttc13"
"14586","Hsf3","hsf5"
"14587","Ucn","uts1"
"14588","Gabrr3","gabrr3b"
"14589","Rhbdl1","rhbdl1"
"14590","Bicdl2","bicdl2"
"14591","Aamdc","aamdc"
"14592","Mmrn2","mmrn2b"
"14593","Tecpr1","tecpr1b"
"14594","Tecpr1","tecpr1a"
"14595","Sema5b","sema5ba"
"14596","Tsc2","tsc2"
"14597","Cnnm2","cnnm2b"
"14598","Fgd4","fgd4b"
"14599","Ap1s1","ap1s1"
"14600","Rpl31","rpl31"
"14601","Arhgap45","arhgap45a"
"14602","Map3k11","si:cabz01078036.1"
"14603","Wdsub1","wdsub1"
"14604","Cdk14","cdk14"
"14605","1700109H08Rik","si:ch211-245j22.3"
"14606","Ppp1r12c","ppp1r12c"
"14607","As3mt","as3mt"
"14608","Zfyve19","zfyve19"
"14609","Tmbim6","tegt"
"14610","Obsl1","obsl1a"
"14611","Olfm4","si:ch211-173a9.6"
"14612","Iqgap3","iqgap3"
"14613","Tbc1d32","tbc1d32"
"14614","Thumpd3","thumpd3"
"14615","Smpdl3a","smpdl3a"
"14616","Kctd16","kctd16b"
"14617","Slc25a47","slc25a47a"
"14618","Slc25a47","slc25a47b"
"14619","Lmf1","lmf1"
"14620","Colq","wu:fc38h03"
"14621","Fundc2","fundc2"
"14622","Csnk1g2","csnk1g2a"
"14623","Txndc15","irf1b"
"14624","Txndc15","txndc15"
"14625","Coro2b","coro2bb"
"14626","Capn3","capn3a"
"14627","Stk31","stk31"
"14628","Zpld2","si:ch211-246m6.5"
"14629","Ruvbl2","ruvbl2"
"14630","Xkr4","zgc:123035"
"14631","Adcy2","adcy2a"
"14632","Wfikkn1","wfikkn2a"
"14633","Klhl29","zmp:0000000619"
"14634","Klhl29","klhl29"
"14635","Crhbp","crhbp"
"14636","Agap3","agap3"
"14637","Ccdc9","ccdc9"
"14638","Irs4","irs4a"
"14639","Chek1","chek1"
"14640","Slc35c1","slc35c1"
"14641","Ubald1","ubald1b"
"14642","Helz","helz"
"14643","Med24","med24"
"14644","Ttc39d","ttc39b"
"14645","Robo3","robo3"
"14646","Slc44a2","zgc:63569"
"14647","Tmem186","tmem186"
"14648","Kif13b","kif13bb"
"14649","Atpsckmt","atpsckmt"
"14650","Agbl4","agbl4"
"14651","Ahrr","ahrra"
"14652","Btg2","btg2"
"14653","Dner","dner"
"14654","Phc3","phc2b"
"14655","Vapb","vapb"
"14656","Slc32a1","slc32a1"
"14657","Sp8","sp8b"
"14658","Crb2","crb2b"
"14659","Sgms1","zgc:91976"
"14660","Tpm1","tpm1"
"14661","Myl3","myl13"
"14662","Gask1a","gask1a"
"14663","Kcnk18","kcnk18"
"14664","Rps19bp1","rps19bp1"
"14665","Lbh","lbh"
"14666","Rnf217","rnf217"
"14667","Kif2a","zgc:103670"
"14668","Gm11992","si:dkey-276j7.1"
"14669","Ssb","ssb"
"14670","Sppl3","sppl3"
"14671","Loxl2","loxl2a"
"14672","R3hdm2","r3hdm2"
"14673","Angptl3","angptl3"
"14674","Toporsl","toporsb"
"14675","Tbcd","tbcd"
"14676","Mboat1","mboat1"
"14677","Rbpms","rbpms"
"14678","Prmt5","prmt5"
"14679","Gngt2","gngt2b"
"14680","Slc2a1","slc2a1b"
"14681","Abhd13","abhd13"
"14682","Cd44","cd44b"
"14683","Ube2k","ube2ka"
"14684","Chmp4b","chmp4ba"
"14685","Rab3ip","rab3ip"
"14686","Ctsf","ctsf"
"14687","Ccdc6","ccdc6b"
"14688","Lama2","lama2"
"14689","Chchd6","chchd6b"
"14690","Acyp2","acyp2"
"14691","Lipe","lipea"
"14692","9930104L06Rik","c19h1orf109"
"14693","Cited2","cited2"
"14694","Gpd2","gpd2"
"14695","Capn2","capn2l"
"14696","Mrpl32","mrpl32"
"14697","Tmem17","tmem17"
"14698","Ormdl1","ormdl1"
"14699","Nfe2l3","nfe2l3"
"14700","Kcnip2","kcnip2"
"14701","Scgn","scgn"
"14702","Mical2","mical2a"
"14703","Cidec","cidec"
"14704","Ppia","ppiab"
"14705","Aass","aass"
"14706","Hdgfl2","hdgfl2"
"14707","Lrp6","lrp6"
"14708","Cog8","cog8"
"14709","Slitrk5","slitrk5a"
"14710","Dars","dars1"
"14711","Rbm22","rbm22"
"14712","Tfr2","tfr2"
"14713","Hspb6","hspb6"
"14714","Wwc1","wwc1"
"14715","Mindy4b-ps","mindy4b"
"14716","3110082I17Rik","zmp:0000000624"
"14717","B4galnt1","b4galnt1b"
"14718","Cygb","cygb2"
"14719","Pah","pah"
"14720","Iqsec2","iqsec2a"
"14721","Numa1","wu:fb44b02"
"14722","Numa1","numa1"
"14723","Med7","med7"
"14724","Dmbx1","dmbx1b"
"14725","Napg","napgb"
"14726","Tspan31","tspan31"
"14727","Cpne5","cpne5b"
"14728","Cox15","cox15"
"14729","Washc3","washc3"
"14730","Ppic","ppic"
"14731","Bag6","bag6"
"14732","Cbr4","cbr4"
"14733","Rpl15","rpl15"
"14734","Homez","homezb"
"14735","Slc1a5","slc1a5"
"14736","Arx","arxb"
"14737","Mir223","mir223"
"14738","Dnajc16","dnajc16"
"14739","Yme1l1","yme1l1b"
"14740","Nfrkb","nfrkb"
"14741","Fosl2","fosl2"
"14742","Rbpj","rbpja"
"14743","Rps6kl1","rps6kl1"
"14744","Nrsn1","nrsn1"
"14745","Arid3a","arid3a"
"14746","Bola2","zgc:112271"
"14747","Opn4","opn4b"
"14748","Raph1","wu:fj59g11"
"14749","Raph1","raph1a"
"14750","Mfsd14b","si:ch211-87m7.2"
"14751","Dnm2","dnm2b"
"14752","Dnm2","dnm2a"
"14753","Rbm15","rbm15"
"14754","Fabp2","fabp2"
"14755","Rab12","rab12"
"14756","Chmp6","chmp6a"
"14757","Dlx2","dlx2a"
"14758","Fbxl19","zgc:158376"
"14759","Tmem116","si:ch211-157p22.10"
"14760","Hspa5","hspa5"
"14761","Sms","sms"
"14762","Camk2a","camk2a"
"14763","Ap1g2","ap1g2"
"14764","Mogat1","mogat3a"
"14765","Rps27l","rps27l"
"14766","Morn3","morn3"
"14767","Wnt8a","wnt8a"
"14768","Epc1","epc1a"
"14769","Epc1","epc1b"
"14770","Crebrf","crebrf"
"14771","Faf2","faf2"
"14772","Pctp","pctp"
"14773","Acox3","acox3"
"14774","Spryd3","spryd3"
"14775","Prkar1a","prkar1aa"
"14776","Agmat","agmat"
"14777","Magi1","magi1a"
"14778","Fut8","fut8b"
"14779","1110032A03Rik","gb:eh456644"
"14780","Ccnl1","ccnl1a"
"14781","Snai1","snai1b"
"14782","Pym1","pym1"
"14783","Bmpr2","bmpr2b"
"14784","Dhx36","dhx36"
"14785","Gas1","gas1a"
"14786","Gpr182","gpr182"
"14787","Atxn7l3","atxn7l3"
"14788","Zfpl1","zfpl1"
"14789","Pygo1","pygo1"
"14790","Cd34","si:ch211-286o17.1"
"14791","Pip4k2c","pip4k2ca"
"14792","Gtf3c3","gtf3c3"
"14793","Rnf168","rnf168"
"14794","Ehhadh","ehhadh"
"14795","Kyat3","si:ch211-180m24.3"
"14796","Il1rapl1","il1rapl1b"
"14797","Meltf","meltf"
"14798","Smchd1","smchd1"
"14799","Prpf39","prpf39"
"14800","Ggh","zgc:171566"
"14801","Rnf135","trim25l"
"14802","Ppp1r21","ppp1r21"
"14803","Fam78b","fam78bb"
"14804","Colgalt1","colgalt1"
"14805","Pde4a","pde4a"
"14806","Plac8l1","plac8l1"
"14807","Hkdc1","hkdc1"
"14808","Nob1","nob1"
"14809","Nr5a1","nr5a1a"
"14810","Prkaa1","prkaa1"
"14811","Trib2","trib2"
"14812","Cox5a","cox5ab"
"14813","Socs6","socs6a"
"14814","Kcnj13","kcnj13"
"14815","Mc5r","mc5ra"
"14816","Mmp19","mmp19"
"14817","Sqle","sqlea"
"14818","Nadk","nadka"
"14819","Slc25a27","slc25a27"
"14820","Xkr5","xkr5b"
"14821","Xkr5","xkr5a"
"14822","Mrpl12","mrpl12"
"14823","Ppp1r26","ppp1r26"
"14824","Notch3","notch3"
"14825","Traf4","traf4b"
"14826","Cyb5d1","cyb5d1"
"14827","Pepd","pepd"
"14828","Shisa3","shisa3"
"14829","Psenen","psenen"
"14830","Dcaf4","wdr21"
"14831","Spty2d1","spty2d1"
"14832","Hat1","hat1"
"14833","Rtca","rtca"
"14834","Mafg","mafga"
"14835","Mettl24","mettl24"
"14836","Pdk3","pdk3b"
"14837","Nudt15","nudt15"
"14838","Lyst","lyst"
"14839","Etfrf1","lyrm5a"
"14840","Myo3b","myo3b"
"14841","Fgf12","fgf12b"
"14842","Prodh","prodhb"
"14843","Htr2c","htr2cl2"
"14844","Arhgap28","arhgap28"
"14845","Brix1","bxdc2"
"14846","Atrx","atrxl"
"14847","Lrrc3b","lrrc3b"
"14848","Srsf1","srsf1a"
"14849","Srsf1","srsf1b"
"14850","Urah","urahb"
"14851","Pdia5","pdia5"
"14852","F2rl2","f2rl2"
"14853","Kras","kras"
"14854","Fam98c","im:7138535"
"14855","4930562C15Rik","zp2.2"
"14856","4930562C15Rik","zp2.3"
"14857","4930562C15Rik","si:zfos-1505d6.3"
"14858","4930562C15Rik","zp2.6"
"14859","4930562C15Rik","zp2.1"
"14860","4930562C15Rik","zp2.5"
"14861","4930562C15Rik","zp2l2"
"14862","Tshz2","tshz2"
"14863","Cacul1","cacul1"
"14864","Ap1s2","zgc:162858"
"14865","Irak4","irak4"
"14866","Pex7","pex7"
"14867","Gstz1","gstz1"
"14868","Btbd2","btbd2b"
"14869","Nod1","nod1"
"14870","Wars","wars1"
"14871","Nr1i3","rarab"
"14872","Cct8","cct8"
"14873","Zfp131","znf131"
"14874","Tmub2","tmub2"
"14875","Gm45521","si:ch211-193l2.10"
"14876","Mrpl17","mrpl17"
"14877","Calu","calub"
"14878","Cacna1a","cacna1aa"
"14879","Bcl3","bcl3"
"14880","Cep170b","cep170b"
"14881","Nipsnap2","nipsnap2"
"14882","Zfp750","znf750"
"14883","Igfals","igfals"
"14884","Prkca","prkcab"
"14885","Prkca","prkcaa"
"14886","Igfbp2","igfbp2a"
"14887","Macrod2","macrod2"
"14888","Hpf1","hpf1"
"14889","Stx6","stx6"
"14890","Phox2b","phox2bb"
"14891","Shroom1","shroom1"
"14892","Hbb-bh1","hbaa2"
"14893","Hbb-bh1","hbaa1"
"14894","Hbb-bh1","si:ch211-5k11.8"
"14895","Hbb-bh1","hbae1.1"
"14896","Hbb-bh1","hbae1.3"
"14897","Hbb-bh1","hbae3"
"14898","Lpar6","lpar6a"
"14899","4933403O08Rik","cnksr3"
"14900","4933403O08Rik","ipcef1"
"14901","Fam219b","fam219b"
"14902","Ppp1r3c","ppp1r3cb"
"14903","Smarce1","smarce1"
"14904","Dbn1","dbn1"
"14905","Tmem101","tmem101"
"14906","Frem1","frem1a"
"14907","Cog1","cog1"
"14908","1110004F10Rik","zgc:56106"
"14909","Fdft1","fdft1"
"14910","Stoml3","stoml3a"
"14911","Syt9","syt9a"
"14912","Dennd5a","dennd5a"
"14913","Stau1","stau1"
"14914","Angpt4","angpt4"
"14915","Myo5a","myo5aa"
"14916","Astl","hce2l2"
"14917","Rpl35a","rpl35a"
"14918","Dnttip1","ube2c"
"14919","Cdip1","cdip1"
"14920","Sbno1","sbno1"
"14921","Gdpd4","gdpd4a"
"14922","Casr","casr"
"14923","Scrt1","scrt1a"
"14924","Eif3l","eif3s6ip"
"14925","Dzip3","zmp:0000000662"
"14926","Anapc4","anapc4"
"14927","Bbs12","bbs12"
"14928","Prkce","prkcea"
"14929","Creld1","creld1b"
"14930","Dpyd","dpyda.3"
"14931","Rab25","rab25b"
"14932","Rce1","rce1a"
"14933","Kcnma1","kcnma1a"
"14934","Mfsd11","mfsd11"
"14935","Hip1r","hip1ra"
"14936","St7l","st7l"
"14937","Tsc1","tsc1a"
"14938","Aasdhppt","aasdhppt"
"14939","Mob2","mob2b"
"14940","Rsad1","rsad1"
"14941","Ergic3","ergic3"
"14942","Adgre5","si:ch211-241f5.3"
"14943","Pgam1","pgam1a"
"14944","Pcbp3","zgc:110045"
"14945","B3gnt6","zgc:194679"
"14946","B3gnt6","zgc:194551"
"14947","Cpd","cpdb"
"14948","Trim24","trim24"
"14949","Xylb","xylb"
"14950","Mnt","mntb"
"14951","Snx10","snx10a"
"14952","Gpr6","gpr6"
"14953","Fank1","fank1"
"14954","Aldh3b3","aldh3b1"
"14955","Lrrc30","lrrc30a"
"14956","Minpp1","minpp1a"
"14957","Mcm4","mcm4"
"14958","Pygl","pygl"
"14959","Bcl11a","bcl11aa"
"14960","Mrps9","mrps9"
"14961","Tspan15","tspan15"
"14962","Prpsap1","prpsap1"
"14963","Akr7a5","akr7a3"
"14964","Mgrn1","mgrn1b"
"14965","Asph","unm_hu7910"
"14966","Pdgfd","pdgfd"
"14967","Slc9a8","slc9a8"
"14968","Utp15","utp15"
"14969","Bod1l","bod1l1"
"14970","Robo2","robo2"
"14971","Stxbp5","stxbp5b"
"14972","Exoc8","exoc8"
"14973","Gabra4","gabra4"
"14974","Psen2","psen2"
"14975","Ccdc25","ccdc25"
"14976","Pptc7","pptc7b"
"14977","Iqca1l","zgc:153738"
"14978","Col18a1","col18a1b"
"14979","Zswim8","zswim8"
"14980","Slc16a9","slc16a9b"
"14981","Hacd1","hacd1"
"14982","Nfkbil1","nfkbil1"
"14983","Erg","erg"
"14984","Ccdc85c","ccdc85cb"
"14985","Acan","acanb"
"14986","Zfp335","si:ch211-269m15.3"
"14987","Ap1g1","ap1g1"
"14988","Manbal","manbal"
"14989","Cebpe","cebp1"
"14990","Fn3k","fn3krp"
"14991","Gps1","gps1"
"14992","Pik3c2g","pik3c2g"
"14993","Gpc6","gpc6a"
"14994","Gpc6","gpc6b"
"14995","Creb3l3","creb3l3b"
"14996","Samd11","samd11"
"14997","Plppr5","plppr5a"
"14998","Tdrd3","tdrd3"
"14999","Gtf2f1","gtf2f1"
"15000","Slc13a5","slc13a5b"
"15001","Wnt5a","wnt5a"
"15002","Spry4","spry4"
"15003","Aimp2","aimp2"
"15004","Utp20","utp20"
"15005","Ctrl","ctrl"
"15006","Rab22a","rab22a"
"15007","Myoz2","myoz2a"
"15008","Heatr6","heatr6"
"15009","Lmbrd2","lmbrd2a"
"15010","Foxb1","foxb1b"
"15011","Prrt4","prrt4"
"15012","Lmx1a","lmx1al"
"15013","Oxtr","oxtrl"
"15014","Tmem42","tmem42b"
"15015","C87436","si:ch211-127d4.3"
"15016","Lrrc20","lrrc20"
"15017","Il15ra","il15ra"
"15018","Isl2","isl2a"
"15019","Med8","med8"
"15020","Edar","edar"
"15021","Gemin7","gemin7"
"15022","Pou4f1","pou4f1"
"15023","mt-Cytb","mt-cyb"
"15024","Nat14","nat14"
"15025","Zp3","zp3e"
"15026","Zp3","zp3"
"15027","Wdr26","wdr26a"
"15028","Hoxc12","hoxc12b"
"15029","Zfp219","znf516"
"15030","Mitf","mitfb"
"15031","Ano8","ano8a"
"15032","Rln3","rln3b"
"15033","Grtp1","grtp1b"
"15034","Grtp1","grtp1a"
"15035","Dixdc1","dixdc1a"
